source,target_rel,case_id,case_name,citation,year,changed
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Coleman v. Johnson, 443 U.S. 307 (2012).md","2012/Coleman v. Johnson, 443 U.S. 307 (2012).md",us.scotus.2012.11_1053.443us307,Coleman v. Johnson,443 U.S. 307,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Compucredit Corp. et al. v. Greenwood et al, 565 U.S. ____ (2012) [us.scotus.2012.compucredit_corp_et_al.10948].md","2012/Compucredit Corp. et al. v. Greenwood et al, 565 U.S. ____ (2012).md",us.scotus.2012.compucredit_corp_et_al.10948,Compucredit Corp. et al. v. Greenwood et al,565 U.S. ____,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Credit Suisse Securities (usa) Llc et al. v. Simmonds, 200 U.S. 321 (2012).md","2012/Credit Suisse Securities (usa) Llc et al. v. Simmonds, 200 U.S. 321 (2012).md",us.scotus.2012.credit_suisse_securities_usa_llc.200us321,Credit Suisse Securities (usa) Llc et al. v. Simmonds,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Darin Ryburn, et al. v. George R. Huff, et al, 547 U.S. 398 (2012) [us.scotus.2012.darin_ryburn_et_al.547us398].md","2012/Darin Ryburn, et al. v. George R. Huff, et al, 547 U.S. 398 (2012).md",us.scotus.2012.darin_ryburn_et_al.547us398,"Darin Ryburn, et al. v. George R. Huff, et al",547 U.S. 398,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Deceased, et al. v. Palestinian Authority et al, 200 U.S. 321 (2012) [us.scotus.2012.deceased_et_al.200us321].md","2012/Deceased, et al. v. Palestinian Authority et al, 200 U.S. 321 (2012).md",us.scotus.2012.deceased_et_al.200us321,"Deceased, et al. v. Palestinian Authority et al",200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Deceased, et al. v. Railroad Friction Products Corp. et al, Unknown citation (2012) [us.scotus.2012.deceased_et_al.10879].md","2012/Deceased, et al. v. Railroad Friction Products Corp. et al, Unknown citation (2012).md",us.scotus.2012.deceased_et_al.10879,"Deceased, et al. v. Railroad Friction Products Corp. et al",Unknown citation,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Department of Corrections, et al. v. James Lambert, 373 U.S. 83 (2012).md","2012/Department of Corrections, et al. v. James Lambert, 373 U.S. 83 (2012).md",us.scotus.2012.department_of_corrections_et_al.373us83,"Department of Corrections, et al. v. James Lambert",373 U.S. 83,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Dorsey v. United States, 200 U.S. 321 (2012).md","2012/Dorsey v. United States, 200 U.S. 321 (2012).md",us.scotus.2012.dorsey.200us321,Dorsey v. United States,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Elgin et al. v. Department of the Treasury et al, 200 U.S. 321 (2012) [us.scotus.2012.elgin_et_al.200us321].md","2012/Elgin et al. v. Department of the Treasury et al, 200 U.S. 321 (2012).md",us.scotus.2012.elgin_et_al.200us321,Elgin et al. v. Department of the Treasury et al,200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Federal Aviation Administration et al. v. Cooper, 200 U.S. 321 (2012).md","2012/Federal Aviation Administration et al. v. Cooper, 200 U.S. 321 (2012).md",us.scotus.2012.federal_aviation_administration_.200us321,Federal Aviation Administration et al. v. Cooper,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Federal Communications Commission et al. v. Fox Television Stations, Inc., et al, 200 U.S. 321 (2012) [us.scotus.2012.federal_communications_commissio.200us321].md","2012/Federal Communications Commission et al. v. Fox Television Stations, Inc., et al, 200 U.S. 321 (2012).md",us.scotus.2012.federal_communications_commissio.200us321,"Federal Communications Commission et al. v. Fox Television Stations, Inc., et al",200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Filarsky v. Delia, 200 U.S. 321 (2012).md","2012/Filarsky v. Delia, 200 U.S. 321 (2012).md",us.scotus.2012.filarsky.200us321,Filarsky v. Delia,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Florence v. Board of Chosen Freeholders of County of Burlington et al, 200 U.S. 321 (2012) [us.scotus.2012.florence.200us321].md","2012/Florence v. Board of Chosen Freeholders of County of Burlington et al, 200 U.S. 321 (2012).md",us.scotus.2012.florence.200us321,Florence v. Board of Chosen Freeholders of County of Burlington et al,200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/For Life v. Dan Wideman et al, 506 U.S. 103 (2012) [us.scotus.2012.for_life.506us103].md","2012/For Life v. Dan Wideman et al, 506 U.S. 103 (2012).md",us.scotus.2012.for_life.506us103,For Life v. Dan Wideman et al,506 U.S. 103,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Freeman et al. v. Quicken Loans, Inc, 200 U.S. 321 (2012).md","2012/Freeman et al. v. Quicken Loans, Inc, 200 U.S. 321 (2012).md",us.scotus.2012.freeman_et_al.200us321,"Freeman et al. v. Quicken Loans, Inc",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Golan et al. v. Holder, Attorney General, et al, Unknown citation (2012) [us.scotus.2012.golan_et_al.10545].md","2012/Golan et al. v. Holder, Attorney General, et al, Unknown citation (2012).md",us.scotus.2012.golan_et_al.10545,"Golan et al. v. Holder, Attorney General, et al",Unknown citation,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Gonzalez v. Thaler, Director, Texas Department of Criminal Justice, Correctional Institutions Division, Unknown citation (2012).md","2012/Gonzalez v. Thaler, Director, Texas Department of Criminal Justice, Correctional Institutions Division, Unknown citation (2012).md",us.scotus.2012.gonzalez.10895,"Gonzalez v. Thaler, Director, Texas Department of Criminal Justice, Correctional Institutions Division",Unknown citation,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Hall et Ux. v. United States, 200 U.S. 321 (2012).md","2012/Hall et Ux. v. United States, 200 U.S. 321 (2012).md",us.scotus.2012.hall_et_ux.200us321,Hall et Ux. v. United States,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Holder, Attorney General v. Martinez Gutierrez, 200 U.S. 321 (2012).md","2012/Holder, Attorney General v. Martinez Gutierrez, 200 U.S. 321 (2012).md",us.scotus.2012.holder_attorney_general.200us321,"Holder, Attorney General v. Martinez Gutierrez",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Howes, Warden v. Fields, 200 U.S. 321 (2012).md","2012/Howes, Warden v. Fields, 200 U.S. 321 (2012).md",us.scotus.2012.howes_warden.200us321,"Howes, Warden v. Fields",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/John Joseph Delling v. Idaho, 548 U.S. 735 (2012).md","2012/John Joseph Delling v. Idaho, 548 U.S. 735 (2012).md",us.scotus.2012.john_joseph_delling.548us735,John Joseph Delling v. Idaho,548 U.S. 735,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Kawashima et Ux. v. Holder, Attorney General, 200 U.S. 321 (2012).md","2012/Kawashima et Ux. v. Holder, Attorney General, 200 U.S. 321 (2012).md",us.scotus.2012.kawashima_et_ux.200us321,"Kawashima et Ux. v. Holder, Attorney General",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Kloeckner v. Solis, Secretary of Labor, 200 U.S. 321 (2012).md","2012/Kloeckner v. Solis, Secretary of Labor, 200 U.S. 321 (2012).md",us.scotus.2012.kloeckner.200us321,"Kloeckner v. Solis, Secretary of Labor",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Lafler v. Cooper, 200 U.S. 321 (2012).md","2012/Lafler v. Cooper, 200 U.S. 321 (2012).md",us.scotus.2012.lafler.200us321,Lafler v. Cooper,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Maples v. Thomas, Commissioner, Alabama Department of Corrections, Unknown citation (2012).md","2012/Maples v. Thomas, Commissioner, Alabama Department of Corrections, Unknown citation (2012).md",us.scotus.2012.maples.1063,"Maples v. Thomas, Commissioner, Alabama Department of Corrections",Unknown citation,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Margaret Minneci, et al. v. Richard Lee Pollard et al, Unknown citation (2012).md","2012/Margaret Minneci, et al. v. Richard Lee Pollard et al, Unknown citation (2012).md",us.scotus.2012.10_1104.101104,"Margaret Minneci, et al. v. Richard Lee Pollard et al",Unknown citation,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Marmet Health Care Center v. Brown, 470 U.S. 213 (2012).md","2012/Marmet Health Care Center v. Brown, 470 U.S. 213 (2012).md",us.scotus.2012.11_391.470us213,Marmet Health Care Center v. Brown,470 U.S. 213,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Martel, Warden v. Clair, 200 U.S. 321 (2012).md","2012/Martel, Warden v. Clair, 200 U.S. 321 (2012).md",us.scotus.2012.martel_warden.200us321,"Martel, Warden v. Clair",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Martinez v. Ryan, Director, Arizona Depart- Ment of Corrections, 200 U.S. 321 (2012).md","2012/Martinez v. Ryan, Director, Arizona Depart- Ment of Corrections, 200 U.S. 321 (2012).md",us.scotus.2012.martinez.200us321,"Martinez v. Ryan, Director, Arizona Depart- Ment of Corrections",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Medical Laboratories, et al. v. Prometheus Laboratories, Inc, 200 U.S. 321 (2012).md","2012/Medical Laboratories, et al. v. Prometheus Laboratories, Inc, 200 U.S. 321 (2012).md",us.scotus.2012.medical_laboratories_et_al.200us321,"Medical Laboratories, et al. v. Prometheus Laboratories, Inc",200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Messerschmidt et al. v. Millender, Executor of Estate of Millender, Deceased, et al, 200 U.S. 321 (2012) [us.scotus.2012.messerschmidt_et_al.200us321].md","2012/Messerschmidt et al. v. Millender, Executor of Estate of Millender, Deceased, et al, 200 U.S. 321 (2012).md",us.scotus.2012.messerschmidt_et_al.200us321,"Messerschmidt et al. v. Millender, Executor of Estate of Millender, Deceased, et al",200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Miller v. Alabama, 200 U.S. 321 (2012).md","2012/Miller v. Alabama, 200 U.S. 321 (2012).md",us.scotus.2012.miller.200us321,Miller v. Alabama,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Mims v. Arrow Financial Services, Llc, Unknown citation (2012).md","2012/Mims v. Arrow Financial Services, Llc, Unknown citation (2012).md",us.scotus.2012.mims.101195,"Mims v. Arrow Financial Services, Llc",Unknown citation,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Minneci et al. v. Pollard et al, Unknown citation (2012) [us.scotus.2012.minneci_et_al.101104].md","2012/Minneci et al. v. Pollard et al, Unknown citation (2012).md",us.scotus.2012.minneci_et_al.101104,Minneci et al. v. Pollard et al,Unknown citation,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Missouri v. Frye, 200 U.S. 321 (2012).md","2012/Missouri v. Frye, 200 U.S. 321 (2012).md",us.scotus.2012.missouri.200us321,Missouri v. Frye,200 U.S. 321,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Mohamad v. Palestinian Authority, 565 U.S. 449 (2012).md","2012/Mohamad v. Palestinian Authority, 565 U.S. 449 (2012).md",us.scotus.2012.mohamad.565us449,Mohamad v. Palestinian Authority,565 U.S. 449,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Mount Soledad Memorial Association v. Trunk, 548 U.S. 1301 (2012).md","2012/Mount Soledad Memorial Association v. Trunk, 548 U.S. 1301 (2012).md",us.scotus.2012.11_998.548us1301,Mount Soledad Memorial Association v. Trunk,548 U.S. 1301,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/National Meat Association v. Harris, Attorney General of California, et al, Unknown citation (2012) [us.scotus.2012.national_meat_association.10224].md","2012/National Meat Association v. Harris, Attorney General of California, et al, Unknown citation (2012).md",us.scotus.2012.national_meat_association.10224,"National Meat Association v. Harris, Attorney General of California, et al",Unknown citation,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Nitro-lift Technologies, L. L. C. v. Eddie Lee Howard et al, 546 U.S. 440 (2012) [us.scotus.2012.nitro_lift_technologies_l_l_c.546us440].md","2012/Nitro-lift Technologies, L. L. C. v. Eddie Lee Howard et al, 546 U.S. 440 (2012).md",us.scotus.2012.nitro_lift_technologies_l_l_c.546us440,"Nitro-lift Technologies, L. L. C. v. Eddie Lee Howard et al",546 U.S. 440,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Of Health Care Services v. Independent Living Center of Southern California, Inc., et al, 200 U.S. 321 (2012) [us.scotus.2012.of_health_care_services.200us321].md","2012/Of Health Care Services v. Independent Living Center of Southern California, Inc., et al, 200 U.S. 321 (2012).md",us.scotus.2012.of_health_care_services.200us321,"Of Health Care Services v. Independent Living Center of Southern California, Inc., et al",200 U.S. 321,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Of State, et al. v. Jefferson County Commission, et al. on Appeal From the United States District Court for, 462 U.S. 725 (2012).md","2012/Of State, et al. v. Jefferson County Commission, et al. on Appeal From the United States District Court for, 462 U.S. 725 (2012).md",us.scotus.2012.of_state_et_al.462us725,"Of State, et al. v. Jefferson County Commission, et al. on Appeal From the United States District Court for",462 U.S. 725,2012,False
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Pacific Operators Offshore, Llp, et al. v. Valladolid et al, Unknown citation (2012) [us.scotus.2012.pacific_operators_offshore_llp_e.10507].md","2012/Pacific Operators Offshore, Llp, et al. v. Valladolid et al, Unknown citation (2012).md",us.scotus.2012.pacific_operators_offshore_llp_e.10507,"Pacific Operators Offshore, Llp, et al. v. Valladolid et al",Unknown citation,2012,True
"/Users/ronaldchapman/Library/Mobile Documents/iCloud~md~obsidian/Documents/Supreme Court/Ontology/precedent_vault/cases/scotus/2012/Patent and Trademark Office v. Hyatt, 200 U.S. 321 (2012).md","2012/Patent and Trademark Office v. Hyatt, 200 U.S. 321 (2012).md",us.scotus.2012.patent_and_trademark_office.200us321,Patent and Trademark Office v. Hyatt,200 U.S. 321,2012,False
